frame.number,frame.time_epoch,eth.src,eth.dst,goose.gocbRef,goose.stNum,goose.sqNum
"725","1775746592.439774000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"726","1775746593.073971000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"727","1775746593.267111000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"728","1775746593.267832000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"729","1775746593.268228000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"730","1775746593.311848000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"731","1775746593.470364000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"732","1775746593.470404000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"733","1775746594.075852000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"734","1775746594.288232000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
