frame.number,frame.time_epoch,eth.src,eth.dst,goose.gocbRef,goose.stNum,goose.sqNum
"131","1775746491.255871000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"132","1775746491.256375000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"133","1775746491.256815000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"134","1775746491.257078000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"135","1775746491.257340000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"136","1775746491.257725000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"137","1775746491.257978000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"138","1775746491.259579000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"139","1775746491.865052000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"140","1775746491.914056000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"141","1775746492.068925000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"142","1775746492.068967000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"143","1775746492.775925000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"144","1775746492.777996000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"145","1775746492.777997000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"146","1775746492.819867000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"147","1775746493.069261000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"148","1775746493.069299000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"149","1775746493.785278000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"150","1775746493.831067000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"151","1775746494.071131000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"152","1775746494.071158000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"153","1775746494.794920000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"154","1775746494.795858000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"155","1775746495.072863000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"156","1775746495.072895000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"157","1775746495.803028000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"158","1775746495.804131000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"159","1775746496.075552000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"160","1775746496.075591000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"161","1775746496.816279000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"162","1775746496.819333000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"163","1775746497.075884000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"164","1775746497.075906000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"165","1775746497.825070000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"166","1775746497.826751000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"167","1775746498.077958000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"168","1775746498.077981000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"169","1775746498.831735000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"170","1775746498.832746000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"171","1775746499.078871000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"172","1775746499.078891000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"173","1775746499.840434000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"174","1775746499.842027000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"175","1775746500.093060000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"176","1775746500.093105000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"177","1775746500.846984000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"178","1775746500.848346000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"179","1775746500.850158000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"180","1775746500.850308000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"181","1775746501.096350000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"182","1775746501.096387000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"183","1775746501.348342000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"184","1775746501.348578000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"185","1775746501.349980000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"186","1775746501.350195000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"187","1775746501.352410000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"188","1775746501.353881000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"189","1775746501.396198000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"190","1775746501.854687000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"191","1775746501.855775000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"192","1775746502.095803000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"193","1775746502.095820000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"194","1775746502.867214000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"195","1775746502.868310000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"196","1775746502.869996000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"197","1775746502.912433000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"198","1775746503.101151000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"199","1775746503.101177000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"200","1775746503.782168000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"201","1775746503.828020000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"202","1775746504.102888000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"203","1775746504.102932000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"204","1775746504.790175000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"205","1775746504.792767000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"206","1775746505.103739000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"207","1775746505.103758000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"208","1775746505.796677000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"209","1775746505.797639000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"210","1775746506.104835000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"211","1775746506.104860000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"212","1775746506.815080000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"213","1775746506.817125000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"214","1775746507.106994000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"215","1775746507.107015000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"216","1775746507.863472000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"217","1775746507.866113000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"218","1775746508.110484000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"219","1775746508.110512000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"220","1775746508.940945000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"221","1775746508.941957000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"222","1775746509.112930000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"223","1775746509.112955000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"224","1775746509.853367000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"225","1775746509.855249000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"226","1775746510.113173000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"227","1775746510.113191000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"228","1775746510.860468000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"229","1775746510.862347000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"230","1775746510.864278000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"231","1775746510.864304000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"232","1775746511.131857000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"233","1775746511.131875000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"234","1775746511.419317000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"235","1775746511.419378000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"236","1775746511.420541000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"237","1775746511.421264000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"238","1775746511.421934000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"239","1775746511.422162000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"240","1775746511.424587000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"241","1775746511.430893000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"242","1775746511.928594000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"243","1775746511.972408000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"244","1775746512.134911000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"245","1775746512.134929000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"246","1775746512.935811000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"247","1775746512.937075000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"248","1775746512.938320000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"249","1775746512.979341000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"250","1775746513.137304000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"251","1775746513.137337000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"252","1775746513.848712000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"253","1775746513.891379000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"254","1775746514.138316000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"255","1775746514.138333000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"256","1775746514.965485000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"257","1775746514.966365000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"258","1775746515.138960000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"259","1775746515.138987000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"260","1775746515.874196000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"261","1775746515.875448000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"262","1775746516.139155000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"263","1775746516.139175000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"264","1775746516.885204000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"265","1775746516.886689000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"266","1775746517.148196000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"267","1775746517.148228000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"268","1775746517.892167000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"269","1775746517.896181000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"270","1775746518.150708000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"271","1775746518.150723000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"272","1775746518.900861000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"273","1775746518.904503000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"274","1775746519.152014000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"275","1775746519.152032000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"276","1775746519.916114000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"277","1775746519.916892000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"278","1775746520.156316000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"279","1775746520.156333000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"280","1775746520.922833000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"281","1775746520.925281000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"282","1775746520.925282000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"283","1775746520.925331000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"284","1775746521.157674000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"285","1775746521.157690000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"286","1775746521.437084000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"287","1775746521.437110000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"288","1775746521.438155000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"289","1775746521.438847000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"290","1775746521.439388000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"291","1775746521.439930000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"292","1775746521.440496000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"293","1775746521.441081000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"294","1775746521.441396000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"295","1775746521.442146000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"296","1775746521.443753000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"297","1775746521.946853000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"298","1775746521.992245000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"299","1775746522.160185000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"300","1775746522.160201000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"301","1775746522.954845000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"302","1775746522.957302000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"303","1775746522.959198000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"304","1775746523.008657000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"305","1775746523.163706000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"306","1775746523.163742000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"307","1775746523.954767000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"308","1775746524.000283000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"309","1775746524.164134000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"310","1775746524.164150000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"311","1775746524.967785000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"312","1775746524.969154000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"313","1775746525.179467000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"314","1775746525.179484000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"315","1775746525.976492000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"316","1775746525.978357000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"317","1775746526.203693000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"318","1775746526.203709000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"319","1775746526.884313000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"320","1775746526.885796000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"321","1775746527.205473000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"322","1775746527.205497000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"323","1775746527.893013000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"324","1775746527.897417000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"325","1775746528.207465000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"326","1775746528.207490000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"327","1775746528.907042000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"328","1775746528.910099000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"329","1775746529.207992000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"330","1775746529.208011000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"331","1775746529.917560000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"332","1775746529.919856000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"333","1775746530.209933000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"334","1775746530.209953000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"335","1775746530.927750000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"336","1775746530.931160000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"337","1775746530.931162000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"338","1775746530.931203000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"339","1775746531.210860000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"340","1775746531.210880000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"341","1775746531.479236000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"342","1775746531.479287000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"343","1775746531.480140000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"344","1775746531.483467000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"345","1775746531.487047000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"346","1775746531.488202000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"347","1775746531.490180000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"348","1775746531.495247000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"349","1775746531.496343000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"350","1775746531.498720000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"351","1775746531.502157000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"352","1775746531.913497000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"353","1775746531.956344000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"354","1775746532.211885000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"355","1775746532.211903000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"356","1775746532.737355000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"357","1775746532.923639000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"358","1775746532.925091000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"359","1775746532.925092000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"360","1775746532.966052000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"361","1775746533.243879000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"362","1775746533.243896000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"363","1775746533.739062000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"364","1775746533.933857000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"365","1775746533.980895000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"366","1775746534.272164000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"367","1775746534.272193000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"368","1775746534.740271000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"369","1775746534.943667000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"370","1775746534.944776000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"371","1775746535.292055000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"372","1775746535.292081000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"373","1775746535.741036000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"374","1775746536.099601000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"375","1775746536.102592000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"376","1775746536.294102000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"377","1775746536.294127000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"378","1775746536.781538000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"379","1775746537.107386000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"380","1775746537.109276000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"381","1775746537.300900000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"382","1775746537.300924000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"383","1775746537.783268000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"384","1775746538.014364000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"385","1775746538.018082000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"386","1775746538.301210000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"387","1775746538.301230000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"388","1775746538.785054000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"389","1775746539.027385000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"390","1775746539.030330000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"391","1775746539.302673000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"392","1775746539.302694000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"393","1775746540.303839000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"394","1775746540.303864000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"395","1775746540.802084000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"396","1775746540.901848000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"397","1775746540.902780000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"398","1775746541.306068000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"399","1775746541.306084000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"400","1775746541.481212000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"401","1775746541.481277000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"402","1775746541.481386000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"403","1775746541.481452000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"404","1775746541.481826000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"405","1775746541.481827000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"406","1775746541.481839000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"407","1775746541.482506000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"408","1775746541.850727000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"409","1775746541.883118000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"410","1775746541.884088000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"411","1775746542.307985000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"412","1775746542.308007000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"413","1775746542.852596000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
"414","1775746542.894148000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"415","1775746542.897452000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"416","1775746542.897454000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"417","1775746542.940742000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"418","1775746543.308162000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"419","1775746543.308188000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"420","1775746543.855914000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","2"
"421","1775746543.904645000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"422","1775746543.948300000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"423","1775746544.309204000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"424","1775746544.309222000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"425","1775746544.809894000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"426","1775746544.812353000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"427","1775746544.856923000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","3"
"428","1775746545.339735000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"429","1775746545.339751000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"430","1775746545.819487000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"431","1775746545.823060000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"432","1775746545.924439000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","0"
"433","1775746546.342193000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"434","1775746546.342223000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"435","1775746546.828157000","08:00:27:d1:c5:85","08:00:27:b0:8c:2e",,,
"436","1775746546.828970000","08:00:27:b0:8c:2e","08:00:27:d1:c5:85",,,
"437","1775746546.925373000","08:00:27:d1:c5:85","01:0c:cd:01:00:01","simpleIOGenericIO/LLN0$GO$gcbAnalogValues","1","1"
